tweet_id,timestamp,rating,retweet_count,favorite_count,breed,confidence,name,stage,source,text
885984800019947520,2017-07-14 22:10:11,12,6278,31114,Blenheim_spaniel,97,Jimbo,none,,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1
885528943205470208,2017-07-13 15:58:47,13,5955,34343,pug,36,Maisey,none,,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF
885167619883638784,2017-07-12 16:03:00,13,4076,20924,malamute,81,None,none,,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf
884925521741709313,2017-07-12 00:01:00,12,16860,73750,Italian_greyhound,25,Earl,none,,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa"
884876753390489601,2017-07-11 20:47:12,13,5204,26605,chow,82,Lola,none,,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO
884562892145688576,2017-07-11 00:00:02,13,4374,23194,pug,54,Kevin,none,,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5
884441805382717440,2017-07-10 15:58:53,14,5289,25812,Pembroke,99,None,none,,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC"
884162670584377345,2017-07-09 21:29:42,12,2778,19460,German_shepherd,70,Yogi,doggo,,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ
883838122936631299,2017-07-09 00:00:04,12,3212,20863,Doberman,61,Noah,none,,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY
883482846933004288,2017-07-08 00:28:19,5,9221,43822,golden_retriever,94,Bella,none,,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948"
883360690899218434,2017-07-07 16:22:55,13,3450,21649,chow,98,Grizzwald,floofer,,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP
883117836046086144,2017-07-07 00:17:54,13,6183,35436,golden_retriever,94,None,none,,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E"
882992080364220416,2017-07-06 15:58:11,13,3632,22816,Eskimo_dog,46,Rusty,none,,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj
882762694511734784,2017-07-06 00:46:41,12,4559,27012,Labrador_retriever,85,Gus,pupper,,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu
882627270321602560,2017-07-05 15:48:34,13,5647,26682,Pembroke,54,Stanley,none,,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94
882268110199369728,2017-07-04 16:01:23,13,10795,42854,golden_retriever,76,Alfy,none,,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA
882045870035918850,2017-07-04 01:18:17,13,4569,27997,golden_retriever,0,Koko,none,,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w"
881906580714921986,2017-07-03 16:04:48,12,3169,23224,Weimaraner,29,Rey,none,,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ
881666595344535552,2017-07-03 00:11:11,13,9940,48366,Saluki,52,Gary,none,,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s
881536004380872706,2017-07-02 15:32:16,14,14882,47193,Samoyed,28,None,pupper,,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF"
881268444196462592,2017-07-01 21:49:04,12,4890,22143,none,0,Elliot,none,,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC
880935762899988482,2017-06-30 23:47:07,13,2599,16264,none,0,Louis,none,,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt
880872448815771648,2017-06-30 19:35:32,12,3563,20321,Pembroke,79,None,none,,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf
880465832366813184,2017-06-29 16:39:47,12,5813,27239,golden_retriever,91,Bella,none,,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw
880221127280381952,2017-06-29 00:27:25,12,3902,25773,Chihuahua,23,Jesse,none,,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK
880095782870896641,2017-06-28 16:09:20,11,4037,26392,miniature_pinscher,12,None,none,,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4
879862464715927552,2017-06-28 00:42:13,13,3252,21339,basset,81,Romeo,none,,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9
879492040517615616,2017-06-27 00:10:17,12,2971,22420,German_short-haired_pointer,47,Bailey,none,,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8
879415818425184262,2017-06-26 19:07:24,13,41376,101127,English_springer,38,Duddles,none,,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY
879376492567855104,2017-06-26 16:31:08,12,2920,16061,Labrador_retriever,3,Jack,none,,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa
879050749262655488,2017-06-25 18:56:45,11,4359,21543,none,0,Steven,none,,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD
879008229531029506,2017-06-25 16:07:47,13,2504,18142,vizsla,96,Beau,none,,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN
878776093423087618,2017-06-25 00:45:22,13,3821,18516,Italian_greyhound,73,Snoopy,puppo,,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS
878281511006478336,2017-06-23 16:00:04,13,1201,7380,basset,32,Shadow,none,,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6"
878057613040115712,2017-06-23 01:10:23,14,6344,40215,French_bulldog,83,Emmy,none,,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe
877736472329191424,2017-06-22 03:54:17,13,17753,75980,Chesapeake_Bay_retriever,83,Aja,none,,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r
877556246731214848,2017-06-21 15:58:08,12,3560,21720,basset,99,Penny,none,,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP
877316821321428993,2017-06-21 00:06:44,13,4847,26213,Saluki,50,Dante,none,,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc"
877201837425926144,2017-06-20 16:29:50,12,5221,25927,Pembroke,93,Nelly,none,,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y
876838120628539392,2017-06-19 16:24:33,12,3112,19792,bloodhound,57,Ginger,pupper,,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6
876484053909872640,2017-06-18 16:57:37,13,2223,17961,golden_retriever,87,Benedict,none,,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs
876120275196170240,2017-06-17 16:52:05,13,4362,26735,Bernese_mountain_dog,53,Venti,none,,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek"
875747767867523072,2017-06-16 16:11:53,13,3985,24095,Labrador_retriever,79,Goose,none,,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN"
875144289856114688,2017-06-15 00:13:52,13,4606,20978,Siberian_husky,24,Nugget,none,,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj
875021211251597312,2017-06-14 16:04:48,12,4424,24386,West_Highland_white_terrier,71,None,none,,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW
874680097055178752,2017-06-13 17:29:20,12,4344,26650,Labrador_retriever,83,Cash,none,,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD
874296783580663808,2017-06-12 16:06:11,13,3861,24945,cocker_spaniel,43,Jed,pupper,,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm
874057562936811520,2017-06-12 00:15:36,12,3718,21772,flat-coated_retriever,83,None,none,,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2"
874012996292530176,2017-06-11 21:18:31,13,9661,33003,Cardigan,80,Sebastian,puppo,,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V"
873580283840344065,2017-06-10 16:39:04,13,3692,23206,Newfoundland,67,None,none,,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n"
873213775632977920,2017-06-09 16:22:42,12,1494,6888,vizsla,61,Sierra,pupper,,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ"
872967104147763200,2017-06-09 00:02:31,12,5093,26185,Labrador_retriever,47,None,doggo,,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR
872820683541237760,2017-06-08 14:20:41,13,3484,14134,pug,99,None,none,,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5"
872620804844003328,2017-06-08 01:06:27,13,3435,19914,cocker_spaniel,51,Monkey,none,,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9
872486979161796608,2017-06-07 16:14:40,12,8480,39085,Pembroke,93,None,none,,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ
872122724285648897,2017-06-06 16:07:15,12,7637,33009,pug,6,Kody,none,,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN
871879754684805121,2017-06-06 00:01:46,13,10405,36276,Shetland_sheepdog,96,Lassie,none,,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w
871762521631449091,2017-06-05 16:15:56,12,3280,19452,Labrador_retriever,92,Rover,pupper,,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg
871515927908634625,2017-06-04 23:56:03,12,3268,19391,komondor,97,Napolean,doggo,,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw
871032628920680449,2017-06-03 15:55:36,13,3603,21853,kelpie,39,Boomer,none,,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo"
870804317367881728,2017-06-03 00:48:22,11,5860,32389,none,0,None,none,,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi
870656317836468226,2017-06-02 15:00:16,13,2493,11925,Pembroke,94,Cody,none,,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4"
870374049280663552,2017-06-01 20:18:38,13,25017,79843,golden_retriever,84,Zoey,none,,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm
870308999962521604,2017-06-01 16:00:09,13,3927,21078,Greater_Swiss_Mountain_dog,62,Rumble,none,,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9"
870063196459192321,2017-05-31 23:43:25,14,7875,35275,none,0,Clifford,none,,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju
869772420881756160,2017-05-31 04:27:59,13,9560,40970,Pembroke,98,Dewey,none,,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D"
869702957897576449,2017-05-30 23:51:58,13,5989,27242,Pembroke,99,Stanley,none,,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq
869596645499047938,2017-05-30 16:49:31,12,2980,15415,Chihuahua,95,Scout,doggo,,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo
869227993411051520,2017-05-29 16:24:37,13,3592,19724,Pembroke,66,Gizmo,none,,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ
868880397819494401,2017-05-28 17:23:24,14,13709,63245,French_bulldog,9,Walter,none,,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF
868622495443632128,2017-05-28 00:18:35,13,5042,25821,Labrador_retriever,86,None,none,,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM
868552278524837888,2017-05-27 19:39:34,12,1975,9768,whippet,37,Cooper,none,,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi"
867900495410671616,2017-05-26 00:29:37,12,3978,23433,Labrador_retriever,52,None,none,,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ"
867774946302451713,2017-05-25 16:10:44,13,6997,32872,Border_collie,66,Harold,none,,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa
867421006826221569,2017-05-24 16:44:18,12,2371,15596,Eskimo_dog,61,Shikha,puppo,,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go
867051520902168576,2017-05-23 16:16:06,13,7508,31206,Samoyed,47,None,none,,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ"
866686824827068416,2017-05-22 16:06:55,12,3313,18685,flat-coated_retriever,51,Lili,none,,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z
866450705531457537,2017-05-22 00:28:40,13,33681,118588,French_bulldog,90,Jamesy,pupper,,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr"
866334964761202691,2017-05-21 16:48:45,12,13673,50894,Samoyed,98,Coco,none,,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c
865718153858494464,2017-05-19 23:57:46,13,5374,24901,golden_retriever,67,Boomer,none,,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg"
865359393868664832,2017-05-19 00:12:11,13,4776,25710,Chesapeake_Bay_retriever,83,Sammy,none,,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc
865006731092295680,2017-05-18 00:50:50,13,7357,27209,Pembroke,98,Nelly,none,,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o
864873206498414592,2017-05-17 16:00:15,14,8344,31352,none,0,None,none,,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR
864279568663928832,2017-05-16 00:41:21,12,2894,14179,bull_mastiff,66,Meatball,none,,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck
864197398364647424,2017-05-15 19:14:50,13,8509,29221,golden_retriever,94,Paisley,none,,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr
863907417377173506,2017-05-15 00:02:33,13,3959,20043,none,0,Albus,none,,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64
863553081350529029,2017-05-14 00:34:33,13,4017,14869,Eskimo_dog,41,Neptune,none,,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop
863432100342583297,2017-05-13 16:33:49,12,5041,23193,Staffordshire_bullterrier,69,Belle,none,,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H
863062471531167744,2017-05-12 16:05:02,13,2332,8253,French_bulldog,93,Quinn,none,,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt"
862831371563274240,2017-05-12 00:46:44,13,4954,18682,Australian_terrier,20,Zooey,none,,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE"
862722525377298433,2017-05-11 17:34:13,11,3408,16641,basset,39,Dave,none,,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2"
862457590147678208,2017-05-11 00:01:27,13,4754,19968,none,0,Jersey,none,,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 https://t.co/jvSNASweNb"
862096992088072192,2017-05-10 00:08:34,13,22337,72545,chow,67,None,none,,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd
861383897657036800,2017-05-08 00:54:59,13,10328,35228,Cardigan,77,Hobbes,none,,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1
861288531465048066,2017-05-07 18:36:02,13,3995,16786,Bouvier_des_Flandres,8,None,none,,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 https://t.co/SqKJPwbQ2g
861005113778896900,2017-05-06 23:49:50,12,3684,16308,German_shepherd,50,Burt,none,,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6
